ID_Funcionario,Horas_Treinamento_Ano,Projetos_Entregues,Tempo_Empresa_Anos,Direito_Home_Office,Processos_Disciplinares,Nota_Desempenho_Final
11028,97.0,13.0,5.5,1.0,0.0,88.4
11029,92.0,15.0,3.2,1.0,0.0,79.4
11030,75.0,11.0,5.5,1.0,0.0,70.8
11031,32.0,4.0,7.7,1.0,0.0,59.1
11032,11.0,2.0,8.0,1.0,0.0,47.8
11033,60.0,9.0,5.9,1.0,0.0,64.2
11034,37.0,5.0,4.1,1.0,0.0,55.6
11035,35.0,6.0,4.5,1.0,0.0,53.4
11036,66.0,10.0,6.9,1.0,0.0,64.3
11037,51.0,6.0,6.7,1.0,0.0,66.1
11038,65.0,9.0,0.6,1.0,0.0,57.0
11039,40.0,7.0,6.6,1.0,0.0,55.9
11040,77.0,11.0,6.8,1.0,0.0,81.9
11041,78.0,11.0,2.8,1.0,0.0,68.1
11042,33.0,5.0,3.1,1.0,0.0,52.7
11043,72.0,8.0,3.1,1.0,0.0,70.0
11044,59.0,9.0,3.3,1.0,0.0,65.6
11045,117.0,17.0,1.5,1.0,0.0,83.0
11046,89.0,14.0,5.8,1.0,0.0,76.7
11047,30.0,5.0,3.0,1.0,0.0,56.0
11048,107.0,15.0,4.8,1.0,0.0,79.6
11049,62.0,10.0,3.8,1.0,0.0,66.3
11050,103.0,15.0,5.6,1.0,0.0,85.1
11051,101.0,15.0,2.5,1.0,0.0,75.4
11052,12.0,1.0,5.6,1.0,0.0,38.5
11053,36.0,6.0,6.0,1.0,0.0,52.2
11054,110.0,16.0,7.1,1.0,0.0,95.1
11055,95.0,14.0,9.9,1.0,0.0,88.7
11056,25.0,2.0,0.5,1.0,0.0,52.6
11057,33.0,6.0,5.8,1.0,0.0,53.9
11058,78.0,11.0,3.2,1.0,0.0,66.1
11059,41.0,6.0,0.5,1.0,0.0,46.0
11060,32.0,5.0,7.1,1.0,0.0,54.6
11061,118.0,16.0,8.3,1.0,0.0,87.8
11062,60.0,10.0,4.0,1.0,0.0,61.4
11063,67.0,10.0,5.5,1.0,0.0,69.6
11064,82.0,12.0,4.8,1.0,0.0,76.6
11065,18.0,1.0,6.1,1.0,0.0,61.8
11066,54.0,9.0,7.2,1.0,0.0,64.0
11067,110.0,17.0,5.9,1.0,0.0,86.2
11068,114.0,17.0,5.9,1.0,0.0,85.8
11069,64.0,9.0,8.1,1.0,0.0,76.3
11070,108.0,16.0,4.6,1.0,0.0,83.2
11071,65.0,10.0,7.3,1.0,0.0,71.0
11072,118.0,18.0,2.9,1.0,0.0,79.9
11073,97.0,15.0,9.0,1.0,0.0,80.9
11074,101.0,14.0,6.8,1.0,0.0,77.6
11075,31.0,3.0,4.0,1.0,0.0,51.2
11076,10.0,1.0,0.5,1.0,0.0,37.9
11077,66.0,9.0,5.0,1.0,0.0,60.4
11078,118.0,17.0,2.0,1.0,0.0,91.3
11079,116.0,17.0,5.7,1.0,0.0,82.9
11080,78.0,11.0,8.6,1.0,0.0,85.9
11081,30.0,3.0,5.4,1.0,0.0,60.1
11082,11.0,2.0,4.6,1.0,0.0,42.6
11083,65.0,9.0,5.9,1.0,0.0,64.5
11084,43.0,5.0,5.7,1.0,0.0,61.1
11085,47.0,6.0,0.5,1.0,0.0,55.2
11086,102.0,18.0,5.6,1.0,0.0,73.9
11087,20.0,2.0,6.6,1.0,0.0,43.3
11088,20.0,1.0,4.4,1.0,0.0,54.2
11089,59.0,7.0,7.4,1.0,0.0,66.7
11090,55.0,8.0,4.7,1.0,0.0,59.8
11091,17.0,2.0,6.9,1.0,0.0,54.4
11092,70.0,10.0,10.7,1.0,0.0,77.7
11093,58.0,9.0,4.8,1.0,0.0,57.7
11094,119.0,18.0,0.5,1.0,0.0,82.6
11095,17.0,3.0,4.2,1.0,0.0,45.4
11096,23.0,3.0,0.7,1.0,0.0,49.1
11097,27.0,6.0,6.5,1.0,0.0,52.8
11098,46.0,7.0,8.3,1.0,0.0,66.9
11099,83.0,14.0,6.7,1.0,0.0,78.3
11100,116.0,18.0,5.8,1.0,0.0,86.2
11101,110.0,17.0,3.4,1.0,0.0,87.2
11102,59.0,9.0,8.9,1.0,0.0,73.2
11103,18.0,4.0,6.9,1.0,0.0,54.2
11104,81.0,15.0,5.7,1.0,0.0,75.0
11105,56.0,8.0,5.5,1.0,0.0,59.0
11106,13.0,2.0,5.3,1.0,0.0,40.7
11107,100.0,17.0,6.1,1.0,0.0,79.8
11108,68.0,10.0,3.5,1.0,0.0,67.8
11109,58.0,6.0,8.8,1.0,0.0,69.3
11110,90.0,13.0,5.4,1.0,0.0,78.6
11111,104.0,15.0,6.5,1.0,0.0,83.1
11112,113.0,17.0,3.9,1.0,0.0,79.6
11113,46.0,6.0,5.9,1.0,0.0,57.1
11114,30.0,7.0,0.5,1.0,0.0,52.3
11115,46.0,9.0,2.2,1.0,0.0,57.5
11116,117.0,16.0,4.9,1.0,0.0,84.6
11117,21.0,2.0,1.7,1.0,0.0,40.9
11118,115.0,18.0,11.1,1.0,0.0,92.1
11119,78.0,11.0,0.8,1.0,0.0,68.8
11120,11.0,1.0,5.9,1.0,0.0,41.6
11121,105.0,15.0,9.1,1.0,0.0,89.8
11122,85.0,14.0,6.2,1.0,0.0,75.4
11123,26.0,4.0,4.2,1.0,0.0,46.5
11124,48.0,8.0,3.6,1.0,0.0,64.1
11125,106.0,15.0,6.7,1.0,0.0,78.5
11126,90.0,14.0,3.0,1.0,0.0,71.1
11127,45.0,6.0,4.7,1.0,0.0,54.7
11128,97.0,15.0,6.7,1.0,0.0,84.6
11129,38.0,5.0,4.2,1.0,0.0,53.6
11130,70.0,10.0,5.2,1.0,0.0,66.7
11131,113.0,17.0,4.2,1.0,0.0,92.7
11132,58.0,9.0,2.6,1.0,0.0,61.9
11133,71.0,11.0,8.0,1.0,0.0,81.3
11134,95.0,13.0,8.5,1.0,0.0,79.8
11135,32.0,4.0,4.2,1.0,0.0,51.0
11136,59.0,10.0,4.3,1.0,0.0,68.5
11137,111.0,19.0,4.6,1.0,0.0,86.0
11138,82.0,13.0,6.3,1.0,0.0,74.4
11139,87.0,14.0,2.7,1.0,0.0,77.4
11140,116.0,17.0,4.8,1.0,0.0,88.9
11141,75.0,12.0,5.7,1.0,0.0,71.7
11142,106.0,16.0,6.6,1.0,0.0,90.7
11143,119.0,18.0,0.5,1.0,0.0,84.1
11144,84.0,12.0,6.0,1.0,0.0,77.5
11145,85.0,11.0,5.9,1.0,0.0,77.4
11146,30.0,6.0,7.5,1.0,0.0,49.5
11147,61.0,10.0,3.7,1.0,0.0,59.1
11148,91.0,13.0,3.7,1.0,0.0,77.3
11149,48.0,8.0,8.0,1.0,0.0,60.1
11150,23.0,3.0,1.1,1.0,0.0,60.7
11151,12.0,3.0,9.1,1.0,0.0,48.1
11152,84.0,13.0,11.4,1.0,0.0,84.1
11153,14.0,4.0,6.2,1.0,0.0,52.1
11154,64.0,10.0,7.0,1.0,0.0,67.3
11155,107.0,16.0,1.3,1.0,0.0,80.8
11156,101.0,15.0,3.3,1.0,0.0,79.4
11157,89.0,16.0,7.6,1.0,0.0,86.4
11158,105.0,16.0,5.9,1.0,0.0,80.4
11159,92.0,14.0,4.5,1.0,0.0,80.7
11160,12.0,3.0,5.6,1.0,0.0,44.5
11161,62.0,9.0,6.3,1.0,0.0,71.2
11162,12.0,2.0,4.3,1.0,0.0,41.9
11163,71.0,12.0,4.9,1.0,0.0,70.2
11164,36.0,3.0,4.9,1.0,0.0,45.4
11165,59.0,7.0,2.4,1.0,0.0,59.5
11166,32.0,4.0,5.8,1.0,0.0,50.7
11167,100.0,15.0,9.5,1.0,0.0,93.1
11168,30.0,4.0,9.3,1.0,0.0,56.4
11169,46.0,7.0,1.3,1.0,0.0,57.4
11170,12.0,2.0,6.4,1.0,0.0,44.2
11171,44.0,8.0,6.7,1.0,0.0,64.0
11172,13.0,2.0,4.0,1.0,0.0,46.5
11173,59.0,9.0,2.6,1.0,0.0,64.2
11174,13.0,1.0,1.7,1.0,0.0,44.2
11175,53.0,7.0,3.9,1.0,0.0,60.4
11176,77.0,12.0,5.9,1.0,0.0,67.8
11177,110.0,15.0,4.6,1.0,0.0,83.1
11178,71.0,12.0,3.5,1.0,0.0,71.0
11179,67.0,10.0,1.9,1.0,0.0,66.6
11180,15.0,3.0,5.9,1.0,0.0,51.6
11181,51.0,9.0,7.7,1.0,0.0,63.9
11182,53.0,6.0,2.7,1.0,0.0,60.3
11183,46.0,7.0,6.1,1.0,0.0,67.6
11184,108.0,16.0,0.5,1.0,0.0,81.4
11185,54.0,8.0,3.4,1.0,0.0,56.7
11186,33.0,6.0,6.8,1.0,0.0,56.7
11187,96.0,15.0,2.2,1.0,0.0,77.8
11188,99.0,15.0,3.5,1.0,0.0,82.2
11189,48.0,7.0,8.5,1.0,0.0,55.3
11190,100.0,16.0,3.2,1.0,0.0,80.5
11191,88.0,13.0,2.9,1.0,0.0,74.6
11192,22.0,5.0,6.4,1.0,0.0,44.1
11193,50.0,7.0,9.9,1.0,0.0,65.2
11194,104.0,17.0,4.4,1.0,0.0,79.1
11195,51.0,6.0,6.9,1.0,0.0,71.2
11196,105.0,16.0,8.4,1.0,0.0,89.2
11197,59.0,9.0,5.8,1.0,0.0,73.8
11198,72.0,10.0,4.3,1.0,0.0,69.1
11199,53.0,7.0,2.8,1.0,0.0,55.2
11200,77.0,13.0,1.4,1.0,0.0,66.9
11201,68.0,10.0,7.8,1.0,0.0,73.9
11202,103.0,16.0,5.5,1.0,0.0,85.9
11203,116.0,19.0,8.3,1.0,0.0,93.4
11204,42.0,7.0,7.5,1.0,0.0,65.1
11205,27.0,5.0,3.5,1.0,0.0,46.2
11206,46.0,7.0,2.0,1.0,0.0,56.0
11207,88.0,15.0,6.0,1.0,0.0,73.7
11208,33.0,7.0,3.4,1.0,0.0,44.5
11209,45.0,7.0,5.9,1.0,0.0,63.5
11210,113.0,17.0,3.2,1.0,0.0,86.5
11211,93.0,14.0,2.8,1.0,0.0,71.6
11212,115.0,17.0,4.6,1.0,0.0,94.8
11213,20.0,3.0,7.3,1.0,0.0,54.4
11214,64.0,10.0,5.8,1.0,0.0,67.5
11215,110.0,16.0,7.9,1.0,0.0,89.6
11216,58.0,9.0,1.9,1.0,0.0,57.4
11217,86.0,13.0,2.4,1.0,0.0,68.8
11218,29.0,6.0,4.8,1.0,0.0,52.8
11219,37.0,5.0,10.4,1.0,0.0,59.1
11220,57.0,7.0,6.7,1.0,0.0,66.9
11221,45.0,5.0,2.3,1.0,0.0,56.6
11222,81.0,12.0,4.8,1.0,0.0,73.9
11223,101.0,15.0,5.6,1.0,0.0,82.7
11224,49.0,9.0,3.6,1.0,0.0,51.5
11225,94.0,17.0,6.5,1.0,0.0,84.1
11226,41.0,6.0,4.6,1.0,0.0,57.7
11227,54.0,9.0,4.3,1.0,0.0,54.5
11228,14.0,2.0,8.2,1.0,0.0,47.2
11229,26.0,5.0,0.7,1.0,0.0,37.9
11230,22.0,4.0,2.6,1.0,0.0,39.7
11231,73.0,10.0,3.0,1.0,0.0,63.3
11232,79.0,12.0,2.9,1.0,0.0,71.6
11233,16.0,3.0,3.2,1.0,0.0,40.5
11234,71.0,11.0,6.2,1.0,0.0,66.8
11235,93.0,14.0,7.7,1.0,0.0,87.3
11236,65.0,11.0,7.3,1.0,0.0,71.1
11237,61.0,10.0,2.5,1.0,0.0,68.7
11238,80.0,13.0,4.7,1.0,0.0,68.5
11239,52.0,7.0,6.1,1.0,0.0,63.1
11240,77.0,11.0,5.6,1.0,0.0,66.5
11241,112.0,18.0,8.3,1.0,0.0,88.0
11242,104.0,17.0,3.3,1.0,0.0,80.5
11243,91.0,15.0,5.4,1.0,0.0,78.7
11244,106.0,16.0,4.0,1.0,0.0,76.7
11245,43.0,7.0,5.6,1.0,0.0,64.0
11246,93.0,15.0,2.3,1.0,0.0,76.7
11247,42.0,5.0,2.7,1.0,0.0,58.1
11248,67.0,9.0,3.2,1.0,0.0,62.9
11249,64.0,11.0,3.6,1.0,0.0,64.2
11250,15.0,2.0,8.9,1.0,0.0,46.8
11251,73.0,10.0,7.9,1.0,0.0,72.0
11252,66.0,10.0,4.5,1.0,0.0,67.8
11253,67.0,10.0,5.4,1.0,0.0,72.3
11254,14.0,3.0,1.0,1.0,0.0,39.7
11255,51.0,8.0,4.6,1.0,0.0,64.0
11256,57.0,9.0,5.4,1.0,0.0,67.4
11257,91.0,15.0,7.9,1.0,0.0,82.9
11258,91.0,14.0,5.8,1.0,0.0,77.0
11259,52.0,8.0,6.1,1.0,0.0,60.2
11260,54.0,8.0,5.7,1.0,0.0,66.6
11261,88.0,13.0,5.7,1.0,0.0,80.8
11262,56.0,8.0,1.5,1.0,0.0,61.0
11263,77.0,13.0,4.0,1.0,0.0,65.5
11264,39.0,7.0,8.6,1.0,0.0,61.8
11265,16.0,1.0,7.1,1.0,0.0,48.9
11266,86.0,15.0,6.2,1.0,0.0,81.1
11267,84.0,12.0,5.2,1.0,0.0,78.5
11268,19.0,2.0,6.6,1.0,0.0,52.6
11269,13.0,2.0,2.6,1.0,0.0,38.4
11270,10.0,4.0,1.0,1.0,0.0,41.1
11271,24.0,4.0,4.0,1.0,0.0,54.6
11272,33.0,5.0,6.3,1.0,0.0,64.7
11273,104.0,15.0,5.3,1.0,0.0,86.8
11274,58.0,9.0,7.5,1.0,0.0,66.5
11275,82.0,15.0,5.9,1.0,0.0,85.1
11276,117.0,18.0,5.1,1.0,0.0,97.5
11277,59.0,8.0,8.3,1.0,0.0,63.0
11278,98.0,14.0,7.8,1.0,0.0,91.7
11279,52.0,8.0,4.8,1.0,0.0,66.5
11280,92.0,15.0,2.2,1.0,0.0,72.2
11281,39.0,5.0,2.7,1.0,0.0,55.7
11282,108.0,17.0,4.6,1.0,0.0,91.2
11283,16.0,3.0,4.1,1.0,0.0,49.6
11284,60.0,10.0,9.1,1.0,0.0,77.4
11285,119.0,17.0,0.8,1.0,0.0,90.4
11286,26.0,6.0,4.8,1.0,0.0,49.9
11287,21.0,3.0,2.3,1.0,0.0,47.0
11288,47.0,7.0,5.3,1.0,0.0,58.0
11289,25.0,3.0,6.0,1.0,0.0,50.2
11290,85.0,13.0,4.0,1.0,0.0,73.5
11291,78.0,11.0,6.3,1.0,0.0,75.1
11292,68.0,12.0,4.5,1.0,0.0,70.6
11293,117.0,17.0,4.6,1.0,0.0,91.9
11294,45.0,7.0,4.0,1.0,0.0,58.4
11295,59.0,8.0,6.6,1.0,0.0,67.1
11296,61.0,9.0,5.3,1.0,0.0,59.7
11297,88.0,11.0,8.9,1.0,0.0,83.1
11298,35.0,5.0,8.2,1.0,0.0,61.3
11299,93.0,14.0,6.4,1.0,0.0,77.1
11300,30.0,3.0,0.5,1.0,0.0,48.6
11301,117.0,17.0,1.3,1.0,0.0,86.8
11302,115.0,18.0,7.5,1.0,0.0,89.6
11303,54.0,9.0,3.8,1.0,0.0,74.4
11304,107.0,15.0,5.6,1.0,0.0,76.9
11305,53.0,6.0,3.4,1.0,0.0,54.8
11306,70.0,10.0,6.3,1.0,0.0,71.8
11307,92.0,16.0,7.4,1.0,0.0,83.5
11308,93.0,14.0,2.0,1.0,0.0,74.6
11309,107.0,16.0,3.0,1.0,0.0,93.7
11310,61.0,10.0,0.8,1.0,0.0,67.3
11311,75.0,11.0,5.6,1.0,0.0,74.5
11312,73.0,11.0,0.8,1.0,0.0,63.2
11313,66.0,9.0,4.1,1.0,0.0,63.1
11314,86.0,13.0,6.3,1.0,0.0,80.8
11315,39.0,6.0,10.1,1.0,0.0,66.9
11316,17.0,3.0,5.9,1.0,0.0,48.6
11317,67.0,10.0,8.1,1.0,0.0,73.2
11318,57.0,7.0,5.6,1.0,0.0,61.5
11319,68.0,11.0,5.8,1.0,0.0,66.9
11320,77.0,10.0,4.5,1.0,0.0,72.8
11321,50.0,7.0,4.0,1.0,0.0,58.0
11322,44.0,8.0,7.9,1.0,0.0,63.1
11323,84.0,13.0,5.9,1.0,0.0,78.0
11324,54.0,10.0,5.8,1.0,0.0,63.1
11325,102.0,15.0,3.5,1.0,0.0,77.2
11326,94.0,14.0,4.1,1.0,0.0,84.2
11327,109.0,18.0,10.2,1.0,0.0,93.8
11328,21.0,3.0,4.8,1.0,0.0,46.8
11329,28.0,6.0,8.3,1.0,0.0,56.4
11330,77.0,11.0,3.7,1.0,0.0,67.2
11331,88.0,14.0,7.0,1.0,0.0,79.4
11332,33.0,6.0,5.7,1.0,0.0,55.6
11333,13.0,3.0,4.0,1.0,0.0,41.6
11334,105.0,16.0,6.6,1.0,0.0,89.9
11335,96.0,15.0,1.1,1.0,0.0,72.4
11336,111.0,17.0,6.4,1.0,0.0,91.2
11337,42.0,7.0,7.0,1.0,0.0,61.9
11338,66.0,9.0,5.7,1.0,0.0,69.3
11339,90.0,14.0,8.3,1.0,0.0,80.4
11340,79.0,14.0,4.8,1.0,0.0,71.4
11341,11.0,1.0,4.6,1.0,0.0,46.6
11342,66.0,11.0,5.9,1.0,0.0,68.7
11343,118.0,18.0,7.2,1.0,0.0,86.6
11344,36.0,4.0,6.4,1.0,0.0,55.6
11345,60.0,9.0,4.4,1.0,0.0,64.3
11346,99.0,16.0,2.5,1.0,0.0,77.5
11347,39.0,7.0,6.7,1.0,0.0,54.8
11348,55.0,7.0,3.0,1.0,0.0,64.8
11349,86.0,13.0,3.0,1.0,0.0,68.1
11350,59.0,9.0,3.4,1.0,0.0,62.1
11351,115.0,18.0,5.1,1.0,0.0,86.6
11352,104.0,16.0,3.0,1.0,0.0,88.7
11353,42.0,6.0,2.2,1.0,0.0,52.9
11354,10.0,3.0,3.4,1.0,0.0,39.3
11355,69.0,9.0,4.5,1.0,0.0,72.4
11356,104.0,15.0,6.1,1.0,0.0,90.4
11357,110.0,17.0,5.2,1.0,0.0,87.9
11358,23.0,4.0,2.3,1.0,0.0,47.2
11359,108.0,16.0,5.6,1.0,0.0,81.6
11360,65.0,9.0,5.8,1.0,0.0,68.6
11361,118.0,19.0,3.9,1.0,0.0,87.5
11362,98.0,15.0,3.0,1.0,0.0,78.9
11363,28.0,6.0,3.0,1.0,0.0,52.7
11364,68.0,11.0,3.7,1.0,0.0,67.3
11365,107.0,15.0,10.5,1.0,0.0,95.1
11366,99.0,15.0,2.8,1.0,0.0,74.7
11367,116.0,17.0,5.7,1.0,0.0,85.6
11368,102.0,15.0,3.2,1.0,0.0,76.3
11369,119.0,18.0,3.7,1.0,0.0,95.8
11370,68.0,10.0,3.2,1.0,0.0,61.7
11371,76.0,11.0,7.0,1.0,0.0,75.5
11372,18.0,1.0,5.9,1.0,0.0,44.1
11373,53.0,8.0,4.7,1.0,0.0,63.7
11374,45.0,8.0,6.3,1.0,0.0,64.7
11375,111.0,17.0,6.9,1.0,0.0,81.1
11376,46.0,7.0,2.9,1.0,0.0,57.2
11377,107.0,15.0,6.4,1.0,0.0,85.7
11378,36.0,6.0,3.2,1.0,0.0,51.6
11379,74.0,9.0,7.1,1.0,0.0,81.1
11380,69.0,12.0,6.9,1.0,0.0,68.3
11381,21.0,3.0,6.0,1.0,0.0,58.1
11382,45.0,7.0,4.5,1.0,0.0,54.8
11383,118.0,17.0,3.7,1.0,0.0,85.6
11384,75.0,11.0,4.3,1.0,0.0,63.2
11385,101.0,15.0,6.9,1.0,0.0,83.7
11386,89.0,11.0,3.3,1.0,0.0,71.8
11387,109.0,17.0,5.1,1.0,0.0,88.2
11388,48.0,6.0,0.6,1.0,0.0,56.3
11389,34.0,4.0,5.7,1.0,0.0,55.5
11390,18.0,2.0,2.4,1.0,0.0,41.4
11391,103.0,15.0,1.7,1.0,0.0,83.1
11392,68.0,10.0,6.3,1.0,0.0,76.2
11393,89.0,13.0,5.5,1.0,0.0,79.7
11394,17.0,5.0,3.9,1.0,0.0,43.2
11395,103.0,14.0,4.2,1.0,0.0,84.3
11396,74.0,11.0,10.7,1.0,0.0,80.4
11397,23.0,4.0,4.5,1.0,0.0,55.3
11398,65.0,11.0,4.5,1.0,0.0,69.2
11399,76.0,12.0,6.6,1.0,0.0,75.6
11400,47.0,8.0,5.2,1.0,0.0,55.9
11401,88.0,13.0,7.5,1.0,0.0,86.9
11402,74.0,12.0,5.7,1.0,0.0,68.9
11403,102.0,17.0,6.9,1.0,0.0,85.6
11404,105.0,16.0,6.1,1.0,0.0,91.2
11405,17.0,5.0,6.6,1.0,0.0,48.7
11406,81.0,12.0,4.9,1.0,0.0,72.6
11407,89.0,13.0,5.6,1.0,0.0,75.2
11408,26.0,2.0,4.3,1.0,0.0,50.1
11409,107.0,16.0,6.5,1.0,0.0,86.5
11410,104.0,16.0,1.6,1.0,0.0,78.7
11411,25.0,5.0,6.8,1.0,0.0,54.4
11412,107.0,17.0,7.5,1.0,0.0,92.5
11413,81.0,12.0,6.9,1.0,0.0,80.3
11414,97.0,14.0,4.7,1.0,0.0,83.6
11415,98.0,13.0,6.3,1.0,0.0,87.6
11416,28.0,4.0,3.1,1.0,0.0,56.2
11417,17.0,2.0,7.1,1.0,0.0,56.5
11418,80.0,12.0,2.3,1.0,0.0,71.3
11419,47.0,6.0,6.5,1.0,0.0,61.3
11420,39.0,5.0,6.3,1.0,0.0,68.8
11421,24.0,3.0,6.0,1.0,0.0,48.0
11422,105.0,17.0,3.9,1.0,0.0,86.3
11423,73.0,10.0,6.9,1.0,1.0,71.2
11424,102.0,14.0,0.5,1.0,0.0,77.1
11425,71.0,11.0,6.9,1.0,0.0,73.7
11426,15.0,4.0,5.5,1.0,0.0,41.5
11427,34.0,6.0,7.6,1.0,0.0,51.1
11428,100.0,15.0,5.5,1.0,0.0,83.3
11429,31.0,4.0,9.6,1.0,0.0,62.1
11430,110.0,16.0,2.6,1.0,0.0,90.2
11431,45.0,6.0,6.5,1.0,0.0,59.1
11432,56.0,7.0,2.8,1.0,0.0,62.3
11433,83.0,12.0,4.7,1.0,0.0,74.1
11434,98.0,16.0,6.9,1.0,0.0,86.9
11435,94.0,15.0,6.6,1.0,0.0,82.6
11436,100.0,15.0,10.2,1.0,0.0,88.2
11437,66.0,10.0,4.1,1.0,0.0,65.6
11438,45.0,6.0,8.2,1.0,0.0,63.7
11439,34.0,6.0,4.4,1.0,0.0,62.9
11440,116.0,16.0,3.2,1.0,0.0,78.6
11441,73.0,9.0,0.9,1.0,0.0,66.0
11442,117.0,17.0,5.4,1.0,0.0,96.5
11443,64.0,9.0,3.7,1.0,0.0,70.0
11444,51.0,7.0,7.1,1.0,0.0,65.7
11445,77.0,12.0,3.7,1.0,0.0,73.6
11446,119.0,18.0,3.8,1.0,0.0,90.5
11447,105.0,16.0,5.9,1.0,0.0,96.4
11448,55.0,9.0,9.3,1.0,0.0,73.1
11449,15.0,1.0,2.3,1.0,0.0,45.9
11450,55.0,10.0,7.5,1.0,0.0,57.0
11451,93.0,13.0,7.2,1.0,0.0,77.4
11452,10.0,2.0,4.4,1.0,0.0,40.4
11453,102.0,17.0,6.7,1.0,0.0,93.0
11454,39.0,7.0,4.3,1.0,0.0,67.5
11455,50.0,9.0,10.9,1.0,0.0,68.9
11456,111.0,17.0,4.7,1.0,0.0,88.2
11457,51.0,6.0,5.2,1.0,0.0,64.3
11458,63.0,8.0,4.2,1.0,0.0,67.9
11459,59.0,9.0,0.8,1.0,0.0,53.9
11460,50.0,7.0,4.3,1.0,0.0,63.8
11461,19.0,2.0,5.6,1.0,0.0,49.6
11462,57.0,8.0,8.8,1.0,0.0,73.1
11463,64.0,9.0,6.2,1.0,0.0,67.5
11464,34.0,5.0,4.5,1.0,0.0,49.7
11465,101.0,15.0,5.1,1.0,0.0,82.6
11466,64.0,9.0,5.8,1.0,0.0,61.7
11467,36.0,6.0,4.1,1.0,0.0,54.1
11468,21.0,4.0,6.7,1.0,0.0,50.9
11469,74.0,11.0,9.1,1.0,0.0,76.7
11470,63.0,9.0,4.1,1.0,0.0,68.0
11471,89.0,15.0,8.0,1.0,0.0,83.9
11472,119.0,19.0,7.2,1.0,0.0,89.0
11473,32.0,6.0,6.3,1.0,0.0,52.0
11474,91.0,14.0,5.3,1.0,0.0,84.0
11475,57.0,10.0,5.8,1.0,0.0,61.2
11476,53.0,7.0,4.5,1.0,0.0,53.6
11477,42.0,6.0,9.6,1.0,0.0,62.9
11478,49.0,7.0,3.2,1.0,0.0,56.1
11479,23.0,4.0,7.8,1.0,0.0,49.3
11480,60.0,10.0,8.9,1.0,0.0,66.4
11481,75.0,11.0,4.2,1.0,0.0,69.8
11482,41.0,5.0,7.9,1.0,0.0,56.1
11483,60.0,8.0,5.4,1.0,0.0,60.5
11484,62.0,8.0,5.2,1.0,0.0,65.1
11485,83.0,13.0,4.8,1.0,0.0,73.5
11486,74.0,11.0,1.0,1.0,0.0,65.6
11487,114.0,17.0,6.4,1.0,0.0,85.0
11488,68.0,8.0,8.6,1.0,0.0,70.2
11489,77.0,12.0,3.2,1.0,0.0,63.4
11490,68.0,9.0,7.1,1.0,0.0,72.0
11491,48.0,8.0,4.8,1.0,0.0,65.5
11492,28.0,5.0,2.3,1.0,0.0,47.6
11493,12.0,2.0,7.5,1.0,0.0,45.6
11494,34.0,6.0,9.2,1.0,0.0,67.8
11495,71.0,12.0,3.0,1.0,0.0,63.6
11496,13.0,1.0,5.5,1.0,0.0,49.1
11497,45.0,5.0,1.4,1.0,0.0,50.6
11498,15.0,3.0,4.9,1.0,0.0,57.8
11499,86.0,13.0,6.2,1.0,0.0,79.1
11500,66.0,8.0,9.4,1.0,0.0,74.6
